,id,amount_tsh,gps_height,region_code,district_code,population,public_meeting,permit,construction_year,extraction_type_class,management_group,payment_type,quality_group,quantity_group,source_class,waterpoint_type_group,status_group
32792,39705,0.0,2149,11,4,35,1,0,2000,0,0,1,0,0,0,0,2
21750,3530,2000.0,1502,13,1,240,1,1,1995,2,0,0,0,0,0,1,2
35031,66381,500.0,1277,15,1,15,1,1,1980,0,0,6,0,0,0,0,0
22016,25333,250.0,1115,16,2,530,1,1,2009,0,0,6,0,0,1,0,2
34170,16432,0.0,0,18,1,441,1,1,1997,0,0,1,0,0,0,0,0
25169,67878,0.0,337,5,4,1,1,1,1995,3,0,1,0,0,0,2,0
36220,2727,0.0,0,12,6,548,0,0,1988,3,0,4,0,3,0,1,0
53380,53485,20.0,358,6,1,25,1,1,2003,1,0,2,0,0,1,0,2
10243,61898,0.0,0,12,5,515,1,0,2000,0,0,3,0,3,0,0,2
55494,61291,30.0,0,5,1,420,1,1,1984,1,0,2,1,1,0,0,0
48877,53519,0.0,1488,15,2,400,1,0,1984,2,0,1,0,0,0,1,2
38418,59412,0.0,1612,21,1,400,1,1,2003,0,0,1,0,0,1,0,2
58718,59688,50.0,99,7,1,241,1,0,1970,1,0,2,0,2,1,0,0
43525,53038,0.0,1076,3,1,1,1,1,2009,0,2,6,0,1,0,0,2
51980,15733,0.0,1256,20,2,410,0,0,1995,2,1,1,0,0,0,1,1
10143,50771,50.0,1388,11,1,1,1,1,2000,0,0,2,0,0,0,0,2
17220,50291,0.0,921,10,2,800,1,1,1983,0,0,1,0,0,1,0,2
47363,1895,0.0,0,19,2,724,1,1,2002,2,0,1,0,0,0,1,2
26807,50297,0.0,1167,15,1,250,1,1,2001,2,0,1,0,1,0,1,0
16139,37070,0.0,0,12,4,743,1,0,1986,0,0,1,0,1,1,0,1
43135,12188,50.0,-4,7,3,150,1,0,2000,4,3,2,1,1,0,0,0
24978,63433,0.0,0,12,5,307,1,0,2004,0,0,3,5,2,1,0,0
39271,38741,0.0,1204,2,6,290,1,1,2012,0,3,4,0,1,1,0,2
55282,64315,0.0,0,19,6,492,1,1,1991,2,0,1,0,1,0,1,2
35969,61933,0.0,0,1,6,545,1,1,2005,4,0,2,0,0,0,0,2
57611,6543,200.0,461,10,3,96,1,1,1994,0,0,6,0,0,0,0,2
22427,43009,2000.0,913,10,5,120,1,0,1993,2,0,0,0,0,0,1,2
25263,24001,0.0,0,18,4,566,1,1,1991,2,0,1,0,1,0,1,2
50934,14700,0.0,0,19,7,844,0,1,1999,1,0,1,0,0,1,0,0
31239,70541,1000.0,1184,15,1,250,1,1,1990,2,0,4,0,1,0,1,2
52634,45134,0.0,0,14,3,440,1,1,1987,0,0,1,0,3,1,0,1
27856,9594,500.0,1037,16,3,143,1,1,1985,0,0,6,0,3,1,0,0
38224,22639,0.0,999,21,1,203,1,1,2002,0,0,1,0,1,1,0,2
22204,59145,0.0,1459,20,2,450,1,0,1996,6,0,1,0,0,0,1,1
35331,6010,0.0,0,19,4,689,1,1,2001,2,0,1,0,0,0,1,2
38894,1930,50.0,346,90,63,30,1,1,2007,1,0,2,1,0,0,0,2
53674,55865,0.0,1062,10,5,300,1,0,1987,2,0,4,0,1,0,1,2
13817,65067,1000.0,205,5,2,350,1,1,1983,2,0,4,5,4,0,1,0
40595,11285,1000.0,1752,11,1,1,1,1,1987,2,0,6,0,3,0,1,2
37814,46684,0.0,1436,16,1,500,1,0,2009,0,0,3,0,1,1,0,0
22468,55307,300.0,3,60,53,1,1,1,1974,4,0,3,0,1,0,0,0
6856,46130,30.0,1033,24,30,500,1,1,2010,0,0,2,0,0,1,0,2
27770,64460,20.0,538,10,1,1,1,0,2006,2,0,2,0,0,0,1,2
35449,56628,0.0,1258,2,7,120,1,1,2003,0,0,3,0,1,1,0,0
3753,59596,0.0,1302,3,7,1,1,1,2013,0,0,6,0,0,0,0,2
7566,47785,4000.0,1135,15,1,100,1,1,1990,2,0,0,0,0,0,1,2
51555,71355,0.0,0,14,5,485,1,1,2005,2,0,1,0,2,0,1,0
994,14763,0.0,0,1,1,575,1,0,1995,4,0,1,0,0,0,0,0
39037,6421,100.0,1035,16,3,250,1,1,2006,0,0,6,0,0,1,0,2
58724,50332,0.0,283,90,33,1,1,0,1983,3,0,3,1,2,0,2,0
35240,28252,200.0,1757,11,5,75,1,0,2001,0,0,6,0,0,0,0,2
23848,69941,0.0,0,14,4,819,1,1,1987,2,0,1,1,0,0,1,2
51725,2499,0.0,0,17,3,617,1,1,2001,2,0,3,2,0,0,1,2
25640,23970,0.0,0,1,6,561,1,1,1985,1,0,2,0,0,0,0,2
21036,55528,0.0,0,12,6,838,0,0,2007,2,0,4,0,3,0,1,2
18378,65888,100.0,2179,11,3,668,1,0,1989,0,0,6,0,0,0,0,2
33067,24128,0.0,0,1,5,470,1,0,2008,4,0,0,0,2,0,0,0
5299,28324,1000.0,290,5,3,300,1,1,2010,2,0,6,0,1,0,1,2
51967,34708,0.0,0,12,4,490,1,0,1998,0,0,1,0,1,1,0,1
32374,47467,0.0,1198,2,3,1,0,0,2000,0,0,1,0,1,0,0,2
38182,48696,0.0,0,19,2,526,1,1,1990,2,0,1,0,1,0,1,1
3223,3621,2000.0,906,10,2,685,1,1,2007,0,0,0,0,0,1,0,2
36384,59532,0.0,1672,15,3,1,0,1,1985,0,0,1,0,1,1,0,0
36361,1119,0.0,1274,11,5,12,0,0,1974,0,1,3,5,4,0,0,0
30432,67462,0.0,0,1,1,604,1,0,2001,4,2,2,0,0,0,0,2
40105,63787,0.0,-9,4,5,80,0,0,1987,2,2,1,1,0,0,1,0
23458,40000,1000.0,976,10,5,360,1,1,1991,0,0,0,0,3,1,0,2
33046,21691,0.0,1374,16,2,540,1,1,2006,0,0,1,0,1,1,0,2
46986,9180,0.0,0,19,5,588,1,1,1999,2,0,6,0,0,0,1,0
36248,35698,0.0,0,18,1,711,1,1,1997,3,0,1,0,0,0,3,1
24925,69118,0.0,0,18,1,370,1,1,1986,0,1,1,0,3,1,0,2
14775,47484,0.0,46,7,2,500,0,0,2010,1,3,1,0,0,0,0,2
32014,21945,5000.0,112,6,2,10,1,1,2010,4,2,6,0,1,1,0,2
24703,63424,0.0,1984,2,6,80,1,1,2012,0,0,4,0,1,1,2,0
41065,30639,0.0,1228,20,4,700,0,0,2004,0,3,3,0,0,1,0,2
4532,32299,0.0,-19,6,1,60,1,0,2007,1,2,1,0,0,0,0,2
44538,28487,500.0,2050,11,4,56,1,1,2008,0,0,6,0,0,0,0,2
35061,73609,0.0,0,17,1,690,1,0,1993,2,0,1,1,0,0,1,1
55646,12882,0.0,1663,11,4,25,1,1,1978,0,0,4,0,0,1,0,2
8063,53448,0.0,408,90,33,1,1,1,1975,3,0,3,0,2,0,2,0
54521,67170,0.0,287,5,4,270,1,1,2003,2,0,6,0,0,0,1,2
20953,13383,0.0,1355,16,1,230,1,0,2003,0,0,3,0,3,0,0,2
793,21623,2000.0,1418,11,7,100,1,1,1984,0,0,0,0,0,1,0,0
30302,62394,0.0,0,12,6,596,1,0,1996,2,0,4,0,1,0,1,0
14547,65724,200.0,979,16,3,550,1,1,1984,0,0,6,0,0,0,0,1
2289,15563,0.0,-13,60,60,26,1,0,1986,1,0,1,4,0,0,0,2
3754,37259,50.0,468,9,4,850,1,1,1972,1,0,2,0,0,0,0,2
18929,43247,0.0,1621,11,7,50,1,1,2004,0,0,1,0,0,0,0,2
47140,2836,100.0,77,7,2,200,1,0,2010,1,0,2,0,0,0,0,2
20857,66549,0.0,1401,3,7,1,1,1,2009,0,0,6,0,0,0,0,2
42746,24044,0.0,0,17,2,595,1,0,1992,0,0,3,0,3,1,0,1
17940,3586,0.0,0,1,4,287,1,1,1995,5,0,1,0,1,0,0,2
23916,64347,200.0,989,16,3,160,1,1,1984,0,0,6,0,1,0,0,2
29701,35938,0.0,0,1,1,526,1,1,1993,0,0,2,0,1,0,0,0
12356,47014,0.0,1214,5,3,100,1,1,1984,2,0,1,0,3,0,1,2
39623,62219,500.0,1410,15,1,343,1,1,1985,3,0,4,0,0,0,1,2
27754,42501,0.0,0,19,7,729,1,1,1996,2,0,0,1,0,0,1,2
1272,48019,0.0,123,9,4,400,1,1,1982,1,0,1,0,2,0,0,0
41116,19573,0.0,0,14,3,448,1,0,1994,2,0,1,0,2,0,1,0
52485,66909,500.0,1735,11,5,1,1,1,1992,0,0,0,0,0,0,0,2
8554,18165,50.0,92,7,1,1,1,0,1970,1,0,2,0,2,1,0,0
24017,72907,0.0,0,12,5,366,1,0,1990,0,0,3,0,3,0,0,2
30240,31678,0.0,1267,20,4,1000,1,0,1988,2,3,3,1,0,0,1,2
762,3995,0.0,277,5,3,600,1,1,1997,2,1,3,5,4,0,1,0
24221,66536,1200.0,942,10,2,390,1,1,2000,0,0,0,0,0,1,0,2
3314,8306,0.0,1587,21,1,250,1,1,1997,0,0,1,0,1,0,0,0
39242,48941,0.0,1490,13,2,1,1,0,1990,3,0,3,5,2,0,2,0
48866,20295,50.0,1570,13,2,450,1,0,1990,4,0,2,0,1,0,0,2
55613,40531,0.0,0,18,30,500,1,0,2008,6,0,1,0,0,0,0,0
51796,7227,0.0,0,12,3,735,1,1,1996,0,0,1,0,0,0,0,2
12418,53947,0.0,1671,21,3,361,1,1,1972,2,0,1,0,0,0,1,2
49804,62661,5000.0,114,6,2,10,1,1,2010,4,2,6,0,1,1,0,2
54449,44035,0.0,0,17,5,621,0,1,2005,2,0,3,0,0,0,1,2
38932,33729,0.0,0,17,7,713,1,0,2007,2,0,4,1,0,0,1,2
40552,71335,0.0,299,90,33,1,1,1,2008,0,0,3,0,2,0,2,0
37830,40670,0.0,227,9,4,1,1,1,1982,1,0,1,0,2,0,0,0
27621,18897,0.0,82,7,2,500,1,0,1990,2,0,1,0,0,0,1,0
34507,43458,0.0,0,12,1,685,1,1,2003,2,0,1,0,0,0,1,0
21037,13484,1000.0,1881,11,2,529,1,1,1987,2,0,0,0,0,0,1,2
15780,55765,2500.0,524,10,1,1,1,0,2000,2,0,0,0,0,0,1,2
19425,26550,0.0,0,12,3,613,1,1,2002,0,0,1,0,2,0,0,0
41059,24796,0.0,0,17,3,712,1,1,1992,2,0,3,2,2,0,1,0
44836,25205,0.0,0,18,1,423,1,1,1988,0,1,0,0,0,1,0,2
20025,55067,50.0,154,6,1,25,0,1,2010,1,0,2,0,0,1,0,2
12999,27585,20.0,1732,21,2,247,1,1,1991,1,0,2,0,2,1,0,0
2658,44154,1000.0,1636,3,2,45,1,0,1972,0,0,6,0,0,0,0,1
26623,62651,0.0,875,15,2,270,1,1,1983,0,0,1,0,0,0,0,0
23348,29505,0.0,0,19,4,523,1,1,1999,2,0,1,0,0,0,1,2
55523,40388,0.0,-32,80,13,253,1,1,1979,3,0,1,1,0,0,2,0
40276,17018,200.0,638,3,3,56,1,1,2010,0,0,6,0,1,0,0,2
52470,38355,30.0,1360,2,3,1,0,0,2000,1,0,2,0,0,0,0,0
18041,37488,0.0,0,12,4,506,1,0,1995,0,0,1,0,0,0,0,2
27371,33625,0.0,0,17,5,695,1,1,1984,2,3,3,0,0,0,1,2
51353,69007,0.0,1360,21,3,234,1,1,1997,2,0,1,0,1,0,1,2
29172,27763,0.0,0,12,7,837,1,0,1993,2,0,1,0,0,0,1,2
49657,31280,0.0,0,17,8,774,0,0,1998,3,0,3,0,0,0,2,0
2531,63344,500.0,285,5,3,400,1,1,1994,2,0,4,0,1,0,1,0
8621,1757,0.0,1478,13,4,134,1,1,2004,2,0,1,0,3,0,1,2
37973,61010,0.0,0,12,5,429,1,0,1986,0,0,3,0,1,0,0,2
342,21127,0.0,0,1,3,774,1,0,2000,0,0,1,0,2,0,0,0
44669,51234,0.0,0,14,1,649,0,1,1985,3,0,1,0,0,0,2,1
6882,25994,0.0,0,17,8,787,0,0,2001,3,3,3,0,3,1,2,2
39988,42691,0.0,997,4,1,1,1,1,2005,0,0,1,0,0,0,0,0
22483,40038,0.0,1235,20,3,250,0,0,1989,2,0,3,0,0,0,1,0
28739,866,0.0,0,17,3,730,1,1,2000,3,0,3,2,0,0,2,2
3731,46173,0.0,1237,20,2,750,1,1,2011,0,0,1,0,0,1,0,2
52536,73401,0.0,344,90,33,1,1,1,1983,3,0,3,1,2,0,2,0
16092,69875,0.0,1230,20,3,250,0,1,2006,0,3,1,0,1,1,0,0
15664,65005,0.0,0,5,1,800,1,1,1976,2,0,1,0,1,0,1,0
36482,17947,0.0,1335,2,2,100,1,1,2012,0,0,3,0,1,0,0,2
52305,30765,10.0,182,4,3,200,1,0,1983,2,0,2,1,1,0,1,2
26438,35904,5000.0,1304,16,2,540,1,0,1995,3,0,4,0,0,0,3,2
9865,21016,2500.0,1789,11,5,80,1,0,1994,0,0,0,0,3,0,0,2
41947,12648,0.0,0,18,1,347,1,1,1999,2,0,1,0,0,0,1,2
18499,60494,500.0,297,5,4,180,1,1,2010,2,0,6,0,0,0,1,2
14466,2780,0.0,0,19,7,321,0,1,1997,3,0,1,0,0,0,2,0
29303,26061,25.0,1598,13,2,1,1,0,2000,1,0,2,0,2,0,0,1
55057,12203,0.0,1511,13,2,1,1,0,1960,4,0,3,5,2,0,0,0
36659,19600,0.0,0,17,3,476,1,1,2006,2,0,1,0,3,0,1,2
36421,45172,0.0,0,12,4,510,1,0,1993,0,0,1,0,0,0,0,2
23083,67379,10.0,1508,24,30,250,1,1,2002,0,0,2,0,1,1,0,2
8379,7846,0.0,0,18,1,404,1,1,1988,0,1,1,0,3,1,0,2
56806,37461,0.0,0,18,30,771,1,0,1994,0,0,1,0,2,0,0,0
10754,72198,0.0,0,14,1,670,0,0,2001,2,0,1,0,3,0,1,2
41839,41888,50.0,82,7,2,1,0,0,2000,1,3,2,0,0,0,0,2
55295,8865,2000.0,1438,11,7,50,1,1,1984,0,0,0,0,0,1,0,0
58685,34254,0.0,467,3,3,100,1,0,1994,0,0,1,0,2,1,0,0
30495,5978,0.0,0,17,3,312,0,1,1989,2,0,3,2,1,0,1,0
23840,1990,0.0,1285,19,1,1,1,1,1982,3,0,1,0,1,1,0,0
35509,49564,2000.0,1586,11,4,80,1,0,2008,6,0,4,0,0,0,1,2
14065,38490,0.0,285,6,1,1000,1,0,1985,3,0,1,0,0,0,1,0
2910,68596,500.0,1025,10,5,250,1,0,1985,0,0,0,0,0,1,0,2
9942,46664,35.0,360,9,4,269,1,1,1982,1,0,2,0,3,0,0,0
14678,40491,0.0,0,12,6,592,1,0,1997,2,0,4,0,0,0,1,0
50366,827,0.0,989,21,1,145,1,1,1997,3,0,1,0,0,0,2,0
56020,12836,0.0,2566,2,5,145,1,0,2011,0,3,1,0,3,1,0,2
3666,14619,100.0,1063,10,4,551,0,1,2002,2,1,2,0,0,0,1,2
28524,36296,0.0,1607,13,2,1,1,0,1980,4,0,3,0,1,0,2,0
41559,4170,0.0,1399,16,1,350,0,0,1987,0,1,3,5,4,2,0,2
31490,40536,50.0,1026,2,1,1,1,0,2000,1,0,2,0,0,0,0,2
29365,17663,0.0,0,14,2,523,1,1,1990,1,0,2,1,1,0,0,2
3818,65255,0.0,0,17,3,701,1,0,1988,3,0,1,0,0,0,2,0
14828,31683,0.0,428,5,1,45,1,1,1981,3,0,1,0,2,0,2,0
27084,72107,0.0,1335,2,5,120,1,1,2006,0,0,1,0,1,0,0,2
23539,4617,0.0,0,18,30,390,1,0,1990,0,0,1,0,2,0,0,0
421,65817,0.0,1256,3,7,1,1,1,2003,0,0,6,0,0,0,0,2
56655,65818,10.0,1631,24,30,110,1,1,2009,0,0,2,0,3,1,0,2
28926,45618,0.0,1347,16,2,570,1,0,2004,3,2,1,0,0,1,0,1
27570,33284,0.0,472,4,2,200,1,0,2008,0,0,1,0,0,0,0,2
5118,8140,0.0,0,12,6,313,1,0,1986,3,0,4,0,0,0,2,0
8925,23377,10.0,490,90,33,420,1,0,1985,1,0,2,0,0,0,2,0
36097,36257,10.0,1423,3,5,100,1,1,1999,0,0,2,0,0,0,0,2
22782,37054,0.0,1269,10,3,360,0,1,2000,0,0,3,0,0,0,0,1
46351,44145,10.0,1658,21,1,365,1,1,2008,0,0,2,0,0,0,0,2
25914,12202,0.0,0,17,1,814,1,0,2006,2,0,1,0,1,0,1,2
28545,7269,0.0,466,5,1,150,1,1,2009,2,0,1,0,0,0,1,2
53843,36266,0.0,0,12,4,748,1,0,2003,0,0,1,0,0,0,0,2
18962,49873,0.0,240,99,1,600,1,1,2012,4,0,3,0,0,0,0,0
23148,60850,500.0,2124,11,4,15,1,0,1996,0,0,6,0,0,0,0,0
18701,23893,0.0,1828,11,3,337,1,0,1995,0,0,1,0,0,0,0,2
11122,43877,0.0,2287,11,4,56,1,1,1996,0,0,4,0,0,0,0,2
50591,65045,0.0,-8,6,1,100,0,0,2006,1,2,1,0,0,0,0,2
7444,14246,0.0,1590,21,1,400,1,1,2003,0,0,1,0,0,1,0,2
29405,62424,0.0,0,17,3,779,1,1,2005,2,0,1,0,0,0,1,2
32935,3334,0.0,1482,15,1,142,1,1,1986,3,2,1,0,0,0,1,0
44476,18883,50.0,-7,7,3,30,1,0,2000,1,0,2,0,1,0,0,2
17477,35394,500.0,1549,11,4,65,1,1,1978,0,0,6,0,0,1,0,2
4709,59520,0.0,482,5,6,1,1,1,1980,2,0,1,1,0,0,1,2
9204,63238,0.0,0,1,1,284,1,0,1986,4,0,2,0,0,0,0,2
17014,18656,0.0,1207,16,1,140,1,0,1991,0,0,3,0,1,0,0,0
53237,59469,0.0,7,60,53,1,1,1,2009,4,0,1,1,0,0,0,2
9300,30845,0.0,0,5,1,412,1,1,1980,3,0,1,1,1,0,2,0
1367,11943,500.0,978,16,3,130,1,1,2005,0,0,6,0,0,1,0,2
18737,18933,0.0,0,18,30,704,1,0,2008,0,0,1,0,0,0,2,2
43472,30355,0.0,1741,15,2,50,1,0,1972,0,0,1,0,0,1,0,0
22496,11471,0.0,1322,3,1,1,1,1,2009,0,2,6,0,0,0,0,0
52822,50593,50.0,-1,60,53,1,1,1,2009,4,0,2,0,1,0,0,0
44071,60399,0.0,0,12,7,329,1,0,1999,0,0,1,4,3,1,0,2
31090,1944,0.0,0,18,1,604,1,1,1984,2,0,1,0,0,0,1,0
32387,37962,2000.0,1165,10,3,60,1,1,1998,0,0,6,0,0,0,0,0
21842,39648,0.0,1400,16,1,150,1,0,1993,0,0,3,0,1,0,0,0
39685,13996,0.0,0,1,1,632,1,0,1998,0,0,1,0,0,0,0,1
51828,72999,500.0,666,3,3,80,1,1,2005,0,0,6,0,1,0,0,2
46789,70670,0.0,1758,21,3,205,1,1,2008,2,0,1,0,3,0,1,2
1239,46865,0.0,1489,15,1,1,1,1,1983,3,2,1,0,0,0,2,0
57989,22685,5000.0,501,3,3,250,1,1,2012,0,0,0,0,0,1,0,1
18407,21351,0.0,101,6,2,1,1,1,2003,3,0,1,0,0,0,1,0
58242,11255,50.0,1391,20,3,150,0,1,2008,0,3,2,0,0,1,0,2
5922,23731,0.0,264,80,43,325,0,0,2009,0,3,3,0,1,1,0,1
40424,50144,500.0,1787,11,7,150,1,1,2005,0,0,6,0,0,1,0,2
15994,19566,0.0,0,17,3,309,1,1,1991,0,1,3,5,4,1,2,0
47829,62933,50.0,-25,99,1,3000,1,1,2006,1,0,2,1,0,0,0,2
8797,63995,0.0,0,19,2,596,1,1,1996,2,0,1,0,1,0,1,1
6727,3960,0.0,239,5,3,150,1,1,2007,0,0,1,0,3,1,0,2
19343,37011,200.0,1668,11,2,338,1,1,1986,0,0,0,0,0,0,0,0
5663,35094,50.0,1419,13,1,128,1,1,2006,1,0,2,0,0,0,0,2
3053,12847,0.0,0,17,6,692,1,1,1991,2,0,1,0,1,0,1,2
15495,40306,500.0,286,5,4,350,1,1,1992,2,0,3,0,1,0,1,2
46294,66985,0.0,1140,20,4,700,0,0,1996,3,0,3,1,2,0,2,0
38094,33372,0.0,1429,2,2,200,1,1,2010,0,0,1,0,0,0,0,2
44447,62033,0.0,2295,11,4,60,1,1,1996,0,0,4,0,0,0,0,2
13991,33382,20.0,1096,5,1,250,1,1,2010,0,0,2,0,0,0,0,0
17602,37209,2400.0,1671,11,2,786,1,1,1988,0,0,0,0,1,0,0,0
57589,54885,2000.0,1002,10,2,472,1,1,2005,0,0,4,0,0,1,0,2
48788,38307,0.0,0,17,5,612,1,1,2001,0,3,3,0,3,1,0,2
34352,11994,10.0,0,5,1,89,1,1,1984,1,0,2,0,0,0,0,0
51064,12111,0.0,0,19,5,763,1,1,1994,3,0,1,0,2,0,2,2
1810,69187,0.0,0,19,6,351,1,1,2007,3,0,3,5,2,0,2,0
24383,69799,0.0,0,12,7,736,1,1,1995,0,0,0,0,3,1,0,2
49499,17495,0.0,1396,20,2,50,0,0,2009,4,2,1,1,1,0,0,2
48140,9400,0.0,700,3,2,420,1,0,2012,2,0,1,0,1,0,0,2
32224,12459,0.0,1214,20,4,450,0,1,2012,0,0,3,5,4,0,0,0
8736,19591,0.0,0,12,2,830,1,0,2002,0,0,4,0,0,1,0,0
42121,63364,20.0,-18,60,53,1,1,1,2003,4,0,2,0,0,0,0,2
22248,17900,0.0,1447,2,7,130,1,1,1989,0,0,3,0,1,0,0,0
43691,47052,0.0,0,19,7,657,1,1,2008,2,0,4,2,0,0,1,2
38091,56764,0.0,0,18,7,637,1,1,2006,1,0,1,0,1,0,0,0
54833,1180,0.0,0,1,1,512,1,0,2002,2,0,1,1,0,0,1,2
10126,70243,0.0,0,18,30,647,1,0,2007,2,0,1,0,0,0,1,1
39057,49016,0.0,0,12,6,669,1,0,2004,2,0,4,0,0,0,1,2
3959,60975,100.0,-23,6,1,15,1,0,2008,1,2,2,1,0,0,0,2
33983,7731,50.0,16,7,2,123,0,0,2010,1,2,2,0,0,0,0,2
27169,45385,0.0,0,18,2,458,1,1,1998,0,0,1,0,1,1,0,2
17070,21116,1000.0,1736,11,1,2100,1,1,2009,0,0,6,0,0,0,0,2
44828,7013,0.0,1684,2,5,200,1,1,1999,0,3,1,0,0,0,0,2
26983,14911,0.0,0,12,7,563,1,0,2005,0,0,1,4,3,1,0,2
5443,3156,0.0,1336,21,5,1,1,1,2004,1,0,1,0,2,0,0,0
49780,67622,0.0,0,18,30,296,1,0,2002,0,0,1,0,1,0,0,2
29165,13607,0.0,0,18,2,567,1,1,2006,0,0,1,0,1,0,3,1
14269,60762,0.0,0,18,30,671,1,0,2004,3,0,1,0,0,0,2,0
53617,25217,0.0,887,10,2,500,1,1,1996,2,0,4,0,0,0,1,2
28045,8197,0.0,0,18,8,406,1,1,2005,2,0,0,0,0,0,1,2
9134,10207,0.0,926,21,4,200,1,1,2003,2,0,3,1,1,0,1,0
4134,40028,50.0,-37,7,3,50,1,0,2000,4,0,2,1,1,0,2,0
43979,60990,0.0,492,5,1,130,1,1,2010,2,0,1,0,4,0,1,0
24528,63011,0.0,1286,3,4,50,1,1,2000,0,0,1,0,0,0,0,2
29444,53692,33.0,703,3,4,750,1,1,2008,1,0,2,0,0,0,0,2
18436,27516,0.0,0,18,30,663,1,0,2002,0,0,1,0,2,0,0,0
21687,65717,0.0,64,60,43,200,1,0,2003,3,0,1,0,2,0,2,0
6889,74094,0.0,-33,99,1,120,1,1,2006,1,0,3,0,0,0,0,0
7962,57480,0.0,0,12,3,547,1,1,1992,0,0,6,0,0,0,0,2
42229,11467,0.0,1641,11,4,80,1,0,1979,0,0,1,0,0,1,0,0
39941,16887,0.0,91,6,2,1,1,1,2008,0,2,1,0,0,1,0,2
29063,48295,0.0,0,18,2,659,1,1,2007,0,0,1,5,2,1,0,0
51029,29349,0.0,1770,21,2,213,1,1,2005,0,0,1,0,1,0,0,2
45761,47795,0.0,1410,2,7,67,1,1,2012,0,0,3,0,0,0,0,2
35649,61298,0.0,1565,3,3,200,1,0,2010,0,1,1,0,1,1,0,1
32264,18318,5000.0,1899,11,4,150,1,1,1993,0,0,0,0,0,1,0,2
24031,62325,0.0,0,1,1,452,1,0,2001,3,0,1,0,0,0,1,0
31077,70595,0.0,0,1,1,502,1,0,1996,0,0,2,0,0,0,0,0
12261,68055,10.0,406,5,2,150,1,1,1998,0,0,2,0,0,1,0,1
8034,39723,30.0,371,6,1,60,1,1,2009,1,0,2,1,0,0,0,2
8291,274,0.0,0,19,6,621,1,1,1987,1,0,3,5,2,1,0,0
16332,18680,500.0,1712,3,3,156,1,1,2012,0,0,4,0,1,0,0,2
46727,37173,0.0,0,12,4,657,1,0,1988,0,0,1,0,0,1,0,1
30042,34667,0.0,1390,20,2,150,1,0,1998,2,0,1,0,0,0,1,2
18290,48670,0.0,423,5,2,150,1,1,2006,0,0,4,5,1,1,0,0
52620,26883,10.0,1506,24,30,300,1,1,1994,0,0,2,0,3,1,0,2
22111,22118,2500.0,1213,4,1,1,1,1,1962,0,0,6,0,0,0,0,1
44457,20217,200.0,338,4,2,300,1,0,2009,0,0,6,0,1,1,0,2
49684,35223,0.0,1014,10,2,507,1,1,2003,0,0,4,0,0,1,0,2
14546,34638,0.0,278,80,53,680,1,1,1998,3,0,1,0,0,0,2,0
58035,53831,0.0,2108,11,3,618,1,0,2003,0,0,1,5,2,0,0,0
32366,40883,0.0,0,12,3,592,1,1,1993,0,0,1,0,2,0,0,0
6913,51720,0.0,-36,6,4,100,1,0,2006,2,0,1,0,3,0,1,0
33240,34301,0.0,0,19,6,721,1,1,2005,3,0,1,0,1,1,0,2
53426,50676,10.0,1299,3,5,50,1,1,1999,0,0,2,0,0,0,0,2
2440,14790,0.0,-14,60,60,30,1,0,1999,2,0,1,0,0,0,1,2
30186,16150,0.0,0,17,5,669,1,1,2008,3,0,3,4,0,0,2,0
45679,31292,200.0,2137,11,3,655,1,0,1974,0,0,4,0,0,0,0,2
38802,10974,1000.0,1446,13,2,1,1,0,1990,3,0,4,0,1,0,2,0
58221,10385,0.0,0,17,3,439,1,1,1996,2,0,3,2,0,0,1,0
12366,20520,50.0,90,80,13,412,1,1,2004,1,0,2,0,0,0,0,2
6678,3616,300.0,1418,11,4,60,1,0,2008,0,0,6,0,0,1,0,2
23459,51040,0.0,1358,20,4,250,1,0,1985,3,0,3,1,0,0,2,0
3444,17128,0.0,498,10,1,1,1,0,2003,3,0,1,0,0,0,1,0
21356,42407,0.0,1540,4,1,1,1,1,2010,2,0,1,0,0,0,1,1
33070,23843,0.0,1344,5,1,150,1,1,1974,0,0,1,0,0,1,0,0
23344,9829,15.0,308,90,33,20,1,1,2008,0,2,2,0,0,0,0,2
32934,7339,0.0,1300,13,2,1,1,0,1960,4,0,3,5,2,0,0,0
463,57970,0.0,1437,16,1,350,1,0,2004,2,0,3,0,0,0,1,2
25918,56753,0.0,405,80,53,280,0,1,1974,0,1,3,5,4,0,0,0
33993,27750,0.0,1179,3,1,1,1,1,2004,0,2,6,0,1,0,0,0
2319,58313,0.0,273,5,3,100,1,1,2010,6,0,1,0,1,0,1,2
54881,67033,0.0,0,18,1,552,1,1,1994,0,0,1,0,0,0,0,2
52531,26341,0.0,0,17,1,429,0,0,1986,2,3,1,0,0,0,1,1
5722,62966,0.0,-35,80,23,1,1,0,2010,2,0,1,1,1,0,1,0
1224,66498,250.0,1276,16,2,540,1,1,1984,0,0,6,0,0,1,0,2
34406,17976,50.0,53,7,2,250,0,0,2010,1,0,2,1,1,0,0,2
56388,49833,500.0,2022,11,4,35,1,1,2003,0,0,6,0,0,1,0,2
18861,64079,0.0,0,17,5,628,1,1,2005,0,3,3,0,4,1,0,2
7621,60188,0.0,0,19,2,523,1,1,2001,2,0,1,1,1,0,1,1
57626,1914,0.0,1345,13,1,325,1,1,1986,2,3,1,0,0,0,1,1
5396,13167,0.0,457,5,6,1,1,1,2010,2,0,1,0,0,0,1,2
33155,18720,0.0,461,5,1,50,1,1,1998,3,0,1,0,1,0,2,0
